date,Union,FDP,GRUENE,LINKE,SPD,PIRATEN,AfD,firm,date_from,sample_size
2017-06-13,39,9,7,8,24,NA,8,Infratest dimap,2017-06-12,1018
2017-06-15,40,10.5,7,8.5,24,NA,6.5,Allensbach,2017-06-01,1437
2017-06-16,39,8,8,10,23,NA,7,Forsa,2017-06-12,2505
2017-06-19,36.5,9,6.5,11,25,NA,9,INSA YouGov,2017-06-16,2040
2017-06-20,37.6,9.1,8,9,23.1,NA,7.8,Civey,2017-06-17,10091
2017-06-21,39,7,8,9,24,NA,8,Emnid,2017-06-16,1363
2017-06-22,39,8,8,9,25,NA,7,FG Wahlen,2017-06-20,1261
2017-06-22,36,9,8,10,25,NA,7,YouGov,2017-06-19,1523
2017-06-23,40,7,9,9,23,NA,7,Forsa,2017-06-19,2502
2017-06-24,39,8,8,9,24,NA,7,Emnid,2017-06-22,936
2017-06-26,37,9,6.5,10,26,NA,8.5,INSA YouGov,2017-06-23,2056
2017-06-26,39,8,7,8,25,NA,9,Ipsos,2017-06-23,1052
2017-06-27,38.6,9.4,7.5,9.2,23.4,NA,7.7,Civey,2017-06-20,10000
2017-06-28,40,8,9,9,23,NA,7,Forsa,2017-06-26,1507
2017-06-28,38,8,8,9,25,NA,8,YouGov,2017-06-26,2000
2017-06-30,39,8,8,9,23,NA,7,Forsa,2017-06-26,2503
2017-07-03,36.5,9,6.5,10.5,25,NA,9,INSA YouGov,2017-06-30,2044
2017-07-04,38.7,8,6.9,9.2,25.2,NA,7.5,Civey,2017-06-27,10149
2017-07-05,38,8,8,9,25,NA,7,Emnid,2017-06-30,1878
2017-07-05,39,9,9,8,23,NA,7,GMS,2017-06-29,1009
2017-07-05,39,9,8,9,23,NA,9,Infratest dimap,2017-07-03,1500
2017-07-06,40,8,8,9,24,NA,7,FG Wahlen,2017-07-04,1321
2017-07-07,39,8,8,9,22,NA,8,Forsa,2017-07-03,2501
2017-07-10,36,9,6.5,9.5,25,NA,9.5,INSA YouGov,2017-07-07,2009
2017-07-11,38.6,8.6,6.9,9,24.3,NA,8.2,Civey,2017-07-04,10170
2017-07-11,39,8,7,8,26,NA,8,IPSOS,2017-07-07,1047
2017-07-12,39.5,9,7,9,25,NA,7,Allensbach,2017-07-01,1403
2017-07-12,38,7,8,9,25,NA,8,Emnid,2017-07-06,1263
2017-07-12,38,9,8,9,24,NA,8,YouGov,2017-07-10,1980
2017-07-14,40,8,8,9,22,NA,7,Forsa,2017-07-10,2502
2017-07-17,36,8.5,6.5,9.5,25,NA,10,INSA YouGov,2017-07-14,2026
2017-07-18,37.3,9.2,7.3,9.4,23.8,NA,8.4,Civey,2017-07-11,10171
2017-07-19,38,8,8,9,25,NA,8,Emnid,2017-07-13,2349
2017-07-20,40,8,8,8,24,NA,8,FG Wahlen,2017-07-18,1277
2017-07-21,40,8,8,9,22,NA,7,Forsa,2017-07-17,2507
2017-07-24,37.5,8.5,6.5,10.5,25,NA,9,INSA YouGov,2017-07-21,2009
2017-07-25,39.7,9.3,6.4,8.5,24.6,NA,7,Civey,2017-07-18,10208
2017-07-25,38,9,7,9,25,NA,8,YouGov,2017-07-21,2000
2017-07-26,38,8,8,9,24,NA,9,Emnid,2017-07-20,1921
2017-07-26,40,8,8,8,23,NA,9,Infratest dimap,2017-07-25,1004
2017-07-28,40,8,8,8,22,NA,8,Forsa,2017-07-24,2501
2017-07-31,37,9,7,10,24.5,NA,9.5,INSA YouGov,2017-07-28,2046
2017-08-01,38.3,9,7.4,9,23.8,NA,8.1,Civey,2017-07-25,10122
2017-08-01,37,9,7,9,25,NA,8,YouGov,2017-07-28,2000
2017-08-02,38,8,8,10,23,NA,8,Emnid,2017-07-27,2453
2017-08-04,40,7,8,8,23,NA,8,Forsa,2017-07-31,2503
2017-08-07,37,9,6.5,10.5,25,NA,9,INSA YouGov,2017-08-04,2046
2017-08-08,38.1,8.9,8.2,9.8,22.4,NA,8.7,Civey,2017-08-01,10226
2017-08-08,39,8,8,9,24,NA,8,Infratest dimap,2017-08-04,1505
2017-08-08,38,9,6,9,24,NA,9,YouGov,2017-08-04,1513
2017-08-09,38,8,7,10,24,NA,8,Emnid,2017-08-03,1886
2017-08-10,40,8,8,8,24,NA,8,FG Wahlen,2017-08-08,1352
2017-08-11,39,8,8,9,23,NA,8,Forsa,2017-08-07,2507
2017-08-14,37,9,7,9,25,NA,10,INSA YouGov,2017-08-11,2025
2017-08-15,37.8,8.7,7.6,9.1,24.1,NA,8.4,Civey,2017-08-08,10259
2017-08-15,40,9,8,8,22,NA,7,GMS,2017-08-08,1007
2017-08-15,37,9,7,9,25,NA,9,YouGov,2017-08-11,1538
2017-08-16,39,8,8,9,24,NA,7,Emnid,2017-08-10,1426
2017-08-17,39.5,10,7.5,8,24,NA,7,Allensbach,2017-08-04,1421
2017-08-18,38,8,7,9,24,NA,9,Forsa,2017-08-14,2501
2017-08-21,38,9,7,9,24,NA,10,INSA YouGov,2017-08-18,2036
2017-08-22,38.1,8.3,8,9,24.8,NA,7.6,Civey,2017-08-15,10088
2017-08-22,37,8,7,9,25,NA,9,YouGov,2017-08-18,1520
2017-08-23,38,9,7,9,23,NA,8,Emnid,2017-08-17,1979
2017-08-23,38,9,8,9,22,NA,10,Infratest dimap,2017-08-22,1035
2017-08-24,39,9,8,9,22,NA,9,FG Wahlen,2017-08-22,1283
2017-08-25,38,8,7,9,24,NA,9,Forsa,2017-08-21,2501
2017-08-28,37,8,6.5,10,24,NA,10,INSA YouGov,2017-08-25,2034
2017-08-28,38,9,6,9,23,NA,10,Trend Research Hamburg,2017-08-24,1049
2017-08-29,37.6,9.6,7.6,9.2,22.9,NA,8.6,Civey,2017-08-22,10112
2017-08-29,36,7,7,10,25,NA,10,YouGov,2017-08-25,1557
2017-08-30,38,8,8,9,24,NA,8,Emnid,2017-08-24,1889
2017-08-30,37,8,8,9,23,NA,11,Infratest dimap,2017-08-28,1411
2017-08-31,38.5,10,7.5,8,24,NA,8,Allensbach,2017-08-22,1043
2017-08-31,39,10,8,9,22,NA,8,FG Wahlen,2017-08-29,1309
2017-09-01,38,8,8,9,23,NA,9,Forsa,2017-08-28,2503
2017-09-04,36.5,8.5,6.5,10,23.5,NA,10.5,INSA YouGov,2017-09-01,2048
2017-09-05,38.1,8.7,7.7,9.1,24.1,NA,8.2,Civey,2017-08-29,10134
2017-09-06,37,8,8,9,24,NA,9,Emnid,2017-08-31,1869
2017-09-06,38,10,9,9,22,NA,8,GMS,2017-08-31,1012
2017-09-06,37,9,8,10,21,NA,11,Infratest dimap,2017-09-04,1503
2017-09-06,37,8,7,10,24,NA,10,Trend Research Hamburg,2017-09-03,1045
2017-09-06,34,9,7,9,24,NA,11,YouGov,2017-09-04,1617
2017-09-07,38,9,8,9,22,NA,9,FG Wahlen,2017-09-05,1378
2017-09-08,37,8,8,10,23,NA,9,Forsa,2017-09-04,2505
2017-09-11,36.5,9,6,10.5,23.5,NA,11,INSA YouGov,2017-09-08,2054
2017-09-12,38.2,9.1,8.2,9.3,22.1,NA,8.5,Civey,2017-09-05,10033
2017-09-12,36,9,7,10,22,NA,11,Trend Research Hamburg,2017-09-10,1042
2017-09-12,36,9,8,10,23,NA,10,YouGov,2017-09-08,1600
2017-09-13,36,9,8,10,22,NA,11,Emnid,2017-09-07,1888
2017-09-13,37,9.5,7.5,9,20,NA,12,Infratest dimap,2017-09-12,1503
2017-09-14,36.5,11,8,9,22,NA,10,Allensbach,2017-09-06,1083
2017-09-14,36,10,8,9,23,NA,10,FG Wahlen,2017-09-12,1383
2017-09-15,36,9,8,10,23,NA,9,Forsa,2017-09-11,2501
2017-09-18,36,9,7,11,22,NA,11,INSA YouGov,2017-09-15,2042
2017-09-19,35.9,9.6,7.6,9.6,21.9,NA,11.1,Civey,2017-09-12,10021
2017-09-19,36,9,7,10,23,NA,10,YouGov,2017-09-15,1862
2017-09-20,37,9,8,9,22,NA,10,GMS,2017-09-14,1004
2017-09-21,35,9,8,10,22,NA,11,Emnid,2017-09-14,1994
2017-09-21,36,10,8,8.5,21.5,NA,11,FG Wahlen,2017-09-20,1725
2017-09-21,36,9.5,7,9.5,22,NA,11,Forsa,2017-09-18,2006
2017-09-22,34,9,8,11,21,NA,13,INSA YouGov,2017-09-21,2000
2017-09-27,33,11,10,10,21,NA,12,Emnid,2017-09-25,1038
2017-09-28,32,10,11,10,21,NA,12,FG Wahlen,2017-09-26,1425
2017-09-28,31,12,10,9,21,NA,13,INSA YouGov,2017-09-27,1071
2017-09-29,32,11,10,10,20,NA,12,Forsa,2017-09-25,2005
2017-10-04,32,10,9,10,22,NA,12,Emnid,2017-09-28,1490
2017-10-06,32,11,11,9,20,NA,12,Forsa,2017-10-02,2001
2017-10-09,32,11,9,9,22,NA,13,INSA YouGov,2017-10-06,2015
2017-10-11,31,11,10,10,21,NA,12,Emnid,2017-10-05,1960
2017-10-12,31,11,11,10,21,NA,12,FG Wahlen,2017-10-10,1180
2017-10-13,32,11,11,9,20,NA,12,Forsa,2017-10-09,2501
2017-10-16,32,10,9.5,9,21.5,NA,13,INSA YouGov,2017-10-13,2011
2017-10-18,32,11,10,9,21,NA,12,Emnid,2017-10-12,2304
2017-10-18,31,12,9,10,21,NA,13,GMS,2017-10-12,1005
2017-10-18,31,12,11,9,21,NA,12,Infratest dimap,2017-10-16,1026
2017-10-19,33,12,9.5,9,20.5,NA,12,Allensbach,2017-10-07,1454
2017-10-20,31,11,10,10,22,NA,11,Forsa,2017-10-16,2503
2017-10-24,33,10,9,10,21,NA,13,INSA YouGov,2017-10-23,1002
2017-10-25,31,11,10,9,22,NA,12,Emnid,2017-10-19,2296
2017-10-26,33,10,11,9,21,NA,12,FG Wahlen,2017-10-24,1325
2017-10-27,33,11,11,9,20,NA,11,Forsa,2017-10-23,2500
2017-10-28,31,11,10,10,21,NA,13,INSA YouGov,2017-10-27,1024
2017-10-30,31,10,11,10,21,NA,12,Emnid,2017-10-26,1476
2017-11-03,32,11,10,9,21,NA,12,Forsa,2017-10-30,2005
2017-11-06,31,11,10.2,9.4,20.4,NA,13.7,Civey,2017-10-27,10012
2017-11-06,31,10.5,8.5,10.5,22,NA,13.5,INSA YouGov,2017-11-03,2023
2017-11-08,30,11,10,10,22,NA,13,Emnid,2017-11-02,1392
2017-11-08,30,12,11,9,21,NA,13,Infratest dimap,2017-11-06,1505
2017-11-10,32,12,10,9,20,NA,12,Forsa,2017-11-06,2506
2017-11-13,32,10.5,9,10.5,20,NA,13.5,INSA YouGov,2017-11-10,2049
2017-11-15,31,10,11,9,21,NA,13,Emnid,2017-11-09,1842
2017-11-15,31,11,11,10,21,NA,12,Infratest dimap,2017-11-10,1382
2017-11-16,33,10,12,9,21,NA,11,FG Wahlen,2017-11-14,1303
2017-11-20,31,10,12,9,21,NA,12,Forsa,2017-11-20,1789
2017-11-20,32,10,11,10,22,NA,11,Infratest dimap,2017-11-20,1011
2017-11-20,30,11,10,11,21,NA,14,INSA YouGov,2017-11-20,1034
2017-11-21,29.2,13.2,11.9,8.4,19.5,NA,13.6,Civey,2017-11-20,5044
2017-11-22,32,10,10,10,22,NA,13,INSA YouGov,2017-11-21,1069
2017-11-23,33,9,10,10,22,NA,11,Emnid,2017-11-20,1225
2017-11-24,33,10,12,9,19,NA,11,Forsa,2017-11-20,2508
2017-11-27,33,10,11,9,21.5,NA,11,Allensbach,2017-11-22,1299
2017-11-27,32,10,10,10,22,NA,13,INSA YouGov,2017-11-24,2003
2017-11-28,31.7,13.1,11,8.9,20.4,NA,10.6,Civey,2017-11-21,10024
2017-11-29,33,9,10,10,21,NA,12,Emnid,2017-11-23,1888
2017-12-01,34,8,13,9,20,NA,10,Forsa,2017-11-27,2502
2017-12-01,32,10,10,10,21,NA,13,GMS,2017-11-28,1010
2017-12-04,31,10,10,11,22,NA,13,INSA YouGov,2017-12-01,2063
2017-12-05,31.5,11.9,11,9.2,20.4,NA,11.3,Civey,2017-11-30,11936
2017-12-06,33,9,11,10,21,NA,12,Emnid,2017-11-30,1880
2017-12-06,32,9,11,10,21,NA,13,Infratest dimap,2017-12-04,1504
2017-12-07,32,8,12,9,23,NA,12,FG Wahlen,2017-12-05,1353
2017-12-10,34,8,12,9,20,NA,11,Forsa,2017-12-04,4066
2017-12-11,31,9,10.5,10.5,22,NA,13.5,INSA YouGov,2017-12-08,2013
2017-12-13,32,8,11,9,22,NA,13,Emnid,2017-12-07,1865
2017-12-13,32,9,12,9,20,NA,13,Infratest dimap,2017-12-11,1029
2017-12-14,34,10,11.5,9,21,NA,11,Allensbach,2017-12-01,1443
2017-12-15,33,8,12,10,20,NA,12,Forsa,2017-12-11,2501
2017-12-18,31,9,10,11,21,NA,14,INSA YouGov,2017-12-15,2031
2017-12-20,33,10.5,9.5,10,20.5,NA,13,INSA YouGov,2017-12-14,2203
2017-12-22,33,8,11,10,21,NA,12,Emnid,2017-12-21,1861
2017-12-22,34,8,12,10,19,NA,12,Forsa,2017-12-18,2504
2017-12-27,33,9,10,10,21,NA,13,YouGov,2017-12-25,1992
2018-01-02,32,9,11,10,20,NA,14,GMS,2017-12-27,1005
2018-01-02,32.5,10,10,11,19.5,NA,13,INSA YouGov,2017-12-29,2012
2018-01-03,33,9,12,9,20,NA,12,Emnid,2017-12-21,1440
2018-01-03,33,9,11,9,21,NA,13,Infratest dimap,2018-01-02,1506
2018-01-05,34,9,12,9,20,NA,10,Forsa,2018-01-02,2003
2018-01-08,31.1,9.3,11.1,9.9,19.3,NA,14.5,Civey,2017-12-11,11880
2018-01-08,31.5,10,10,11,19.5,NA,13.5,INSA YouGov,2018-01-05,2028
2018-01-10,34,8,11,9,21,NA,13,Emnid,2018-01-04,1899
2018-01-12,33,9,12,9,20,NA,11,Forsa,2018-01-08,2501
2018-01-15,31.5,9.5,10,11.5,18.5,NA,14,INSA YouGov,2018-01-12,2000
2018-01-17,33,8,10,10,21,NA,13,Emnid,2018-01-11,1419
2018-01-18,34,10,10.5,8.5,21,NA,12,Allensbach,2018-01-05,1221
2018-01-18,33,8,12,10,20,NA,12,FG Wahlen,2018-01-16,1332
2018-01-19,34,8,12,10,18,NA,12,Forsa,2018-01-15,2501
2018-01-22,34,8,12,11,17,NA,13,Forsa,2018-01-22,1282
2018-01-22,31.5,10,10,11,18,NA,14,INSA YouGov,2018-01-22,1169
2018-01-23,34,8,10,11,19,NA,14,YouGov,2018-01-19,1566
2018-01-24,34,8,11,10,20,NA,12,Emnid,2018-01-18,1513
2018-01-24,33,10,11,10,19,NA,12,Infratest dimap,2018-01-22,1043
2018-01-26,34,9,12,10,18,NA,12,Forsa,2018-01-22,2505
2018-01-29,33.5,9,11,11,17.5,NA,14,INSA YouGov,2018-01-26,2073
2018-01-31,33,9,11,10,20,NA,13,Emnid,2018-01-25,1247
2018-01-31,33,10,11,11,18,NA,14,Infratest dimap,2018-01-29,1502
2018-02-01,31,7,14,11,19,NA,14,FG Wahlen,2018-01-30,1302
2018-02-02,33,9,13,9,18,NA,13,Forsa,2018-01-29,2507
2018-02-05,30.5,10,12.5,11,17,NA,15,INSA YouGov,2018-02-02,2034
2018-02-07,34,9,11,9,20,NA,12,Emnid,2018-02-01,1226
2018-02-07,32,9,13,9,18,NA,14,GMS,2018-02-01,1007
2018-02-08,31,10,13,10,18,NA,13,Forsa,2018-02-07,1003
2018-02-09,31,10,13,10,17,NA,13,Forsa,2018-02-05,NA
2018-02-12,29.5,10.5,13,11.5,16.5,NA,15,INSA YouGov,2018-02-09,2608
2018-02-13,33.3,9.3,12.8,10.2,16.4,NA,13.2,Civey,2018-02-09,11841
2018-02-14,33,9,11,10,19,NA,14,Emnid,2018-02-08,1478
2018-02-15,32,11,12,9.5,17.5,NA,13,Allensbach,2018-02-02,1271
2018-02-15,33,9,13,11,16,NA,15,Infratest dimap,2018-02-13,1001
2018-02-16,34,9,13,10,16,NA,13,Forsa,2018-02-12,2501
2018-02-19,32,9,13,11,15.5,NA,16,INSA YouGov,2018-02-16,2040
2018-02-20,32.2,9.4,12.5,10,16.5,NA,14.6,Civey,2018-02-13,11909
2018-02-21,33,10,11,11,17,NA,15,Emnid,2018-02-15,1985
2018-02-21,34,9,12,10,17,NA,14,Infratest dimap,2018-02-20,1052
2018-02-22,33,8,12,11,17,NA,14,FG Wahlen,2018-02-20,1360
2018-02-23,35,9,12,9,18,NA,13,Forsa,2018-02-19,2506
2018-02-26,32.5,9,12,12,15.5,NA,16,INSA YouGov,2018-02-23,1063
2018-02-27,33.7,8.1,12.6,10.4,18.1,NA,12.1,Civey,2018-02-20,11878
2018-02-28,33,9,12,11,16,NA,15,Emnid,2018-02-22,1890
2018-02-28,34,9,11,9,18,NA,15,Infratest dimap,2018-02-26,1502
2018-02-28,32,8,12,12,16,NA,16,YouGov,2018-02-26,1585
2018-03-02,35,9,12,9,18,NA,13,Forsa,2018-02-26,2505
2018-03-05,34,9,12,9,19,NA,13,Forsa,2018-03-04,1502
2018-03-05,33,10,12,12,15,NA,15,INSA,2018-03-05,1052
2018-03-07,33,8,12,10,19,NA,13,Emnid,2018-03-01,1869
2018-03-09,34,9,13,10,18,NA,12,Forsa,2018-03-05,2507
2018-03-12,32,9.5,11,12,17.5,NA,15,INSA YouGov,2018-03-09,2033
2018-03-14,33,9,11,10,19,NA,14,Emnid,2018-03-08,1959
2018-03-15,34,10,11,10,19,NA,12.5,Allensbach,2018-03-02,1256
2018-03-15,32,9,12,11,19,NA,13,FG Wahlen,2018-03-13,1214
2018-03-16,34,8,11,10,19,NA,13,Forsa,2018-03-12,2502
2018-03-19,32,10,10.5,12,17.5,NA,15,INSA YouGov,2018-03-16,2066
2018-03-21,34,9,12,10,18,NA,13,Emnid,2018-03-15,1972
2018-03-21,33,10,11,10,18,NA,13,GMS,2018-03-16,1003
2018-03-21,33,9,12,10,19,NA,13,Infratest dimap,2018-03-20,1038
2018-03-23,31,9,12,11,19,NA,14,Forsa,2018-03-19,2502
2018-03-26,32.5,10,10.5,12,17,NA,15,INSA YouGov,2018-03-23,2051
2018-03-27,31.2,9.3,11.9,10.5,17.2,NA,15.4,Civey,2018-03-20,11868
2018-03-27,34,8,11,11,17,NA,15,YouGov,2018-03-23,1579
2018-03-28,34,8,12,11,18,NA,12,Emnid,2018-03-22,1982
2018-03-29,33,9,12,10,18,NA,13,Forsa,2018-03-26,2003
2018-03-31,32,10,10,12,18,NA,15,INSA,2018-03-29,1074
2018-04-04,33,9,12,10,18,NA,14,Infratest dimap,2018-04-03,1503
2018-04-05,34,8,12,11,17,NA,13,Emnid,2018-03-29,1414
2018-04-06,32,9,11,10,20,NA,13,Forsa,2018-04-03,2005
2018-04-09,31.5,9,11.5,12,17.5,NA,15.5,INSA YouGov,2018-04-06,2048
2018-04-11,33,9,11,11,18,NA,14,Emnid,2018-04-05,1786
2018-04-12,33,8,14,9,19,NA,13,FG Wahlen,2018-04-10,1159
2018-04-13,34,9,12,10,19,NA,13,Forsa,2018-04-09,2506
2018-04-16,31.5,9,11.5,11,18.5,NA,15,INSA YouGov,2018-04-13,2054
2018-04-17,34,10,11,9,20.5,NA,12,Allensbach,2018-04-03,1279
2018-04-18,33,9,12,11,18,NA,13,Emnid,2018-04-12,2437
2018-04-18,32,10,12,10,17,NA,15,Infratest dimap,2018-04-16,1039
2018-04-20,34,9,13,10,18,NA,12,Forsa,2018-04-16,2506
2018-04-23,31.5,9,12,10.5,18,NA,15.5,INSA YouGov,2018-04-20,2091
2018-04-24,32,9,12,10,18,NA,15,YouGov,2018-04-20,1573
2018-04-25,32,9,12,11,18,NA,14,Emnid,2018-04-19,2350
2018-04-26,34,7,13,10,20,NA,13,FG Wahlen,2018-04-24,1285
2018-04-26,33,9,12,11,17,NA,13,GMS,2018-04-20,1005
2018-04-27,34,9,13,10,18,NA,12,Forsa,2018-04-23,2507
2018-04-30,33,9,11.5,10.5,17,NA,15.5,INSA YouGov,2018-04-27,2097
2018-05-02,34,8,12,10,17,NA,14,Emnid,2018-04-26,1507
2018-05-04,34,9,11,10,18,NA,13,Forsa,2018-04-30,2003
2018-05-07,32.5,8.5,11.5,10.5,17,NA,15.5,INSA YouGov,2018-05-04,2065
2018-05-08,34,9,11,10,20,NA,11.5,Allensbach,2018-04-24,1253
2018-05-08,33,9,12,10,17,NA,14,Emnid,2018-05-03,1489
2018-05-08,32,8,13,9,18,NA,15,Infratest dimap,2018-05-07,1507
2018-05-11,34,8,13,10,17,NA,13,Forsa,2018-05-07,2004
2018-05-14,32.5,8,11.5,11,17,NA,15.5,INSA YouGov,2018-05-11,2098
2018-05-16,33,9,13,10,17,NA,14,Emnid,2018-05-09,2030
2018-05-16,34,9,12,10,16,NA,14,GMS,2018-05-11,1003
2018-05-16,33,8,13,10,17,NA,14,Infratest dimap,2018-05-14,1009
2018-05-17,34,8,12,9,20,NA,14,FG Wahlen,2018-05-15,1200
2018-05-18,33,9,12,9,18,NA,13,Forsa,2018-05-14,2502
2018-05-22,32.5,8,11.5,11,16.5,NA,15.5,INSA YouGov,2018-05-18,2044
2018-05-23,33,8,13,11,17,NA,14,Emnid,2018-05-17,1946
2018-05-25,33,8,13,10,18,NA,13,Forsa,2018-05-22,2002
2018-05-28,32,8,11.5,12,17,NA,15.5,INSA YouGov,2018-05-22,2062
2018-05-29,32.2,9.2,12,10.2,16.6,NA,15.2,Civey,2018-05-22,11952
2018-05-29,32,7,13,11,18,NA,15,Emnid,2018-05-24,1397
2018-05-29,33,9,11,11,17,NA,16,YouGov,2018-05-25,1556
2018-06-01,34,8,12,10,18,NA,13,Forsa,2018-05-28,2506
2018-06-04,32,8,11,11.5,17,NA,16,INSA YouGov,2018-06-01,2067
2018-06-06,32,8,12,11,19,NA,14,Emnid,2018-05-30,1950
2018-06-07,33,8,13,10,20,NA,13,FG Wahlen,2018-06-05,1284
2018-06-08,33,9,12,10,18,NA,13,Forsa,2018-06-04,2504
2018-06-11,31,8,11,12,17,NA,16,INSA YouGov,2018-06-08,2038
2018-06-13,33,9.5,11,9.5,21,NA,13,Allensbach,2018-06-01,1279
2018-06-13,33,8,11,11,18,NA,15,Emnid,2018-06-07,2310
2018-06-13,34,9,12,8,18,NA,13,Forsa,2018-06-11,1501
2018-06-13,31,8,13,10,18,NA,15,Infratest dimap,2018-06-11,1506
2018-06-15,30,10,14,9,16,NA,15,Forsa,2018-06-14,1001
2018-06-18,29,8,11,12,19,NA,16,INSA YouGov,2018-06-15,2060
2018-06-20,31,9,12,10,18,NA,16,Emnid,2018-06-14,2336
2018-06-22,30,9,13,10,17,NA,15,Forsa,2018-06-18,2503
2018-06-25,29,9,11,11,19.5,NA,16,INSA YouGov,2018-06-22,2036
2018-06-26,29.8,8.7,12.7,10.1,17.7,NA,16.1,Civey,2018-06-19,10033
2018-06-26,32,8,13,9,19,NA,14,Infratest dimap,2018-06-25,1025
2018-06-26,30,10,12,11,17,NA,16,YouGov/RND,2018-06-22,1525
2018-06-28,32,9,12,9,19,NA,14,Emnid,2018-06-21,1954
2018-06-28,32,9,14,10,18,NA,14,FG Wahlen,2018-06-25,1290
2018-06-29,31,10,12,10,17,NA,15,Forsa,2018-06-25,2508
2018-07-02,29,9,12,11,19,NA,16.5,INSA YouGov,2018-06-29,2089
2018-07-04,30,9,12,9,17,NA,17,Emnid,2018-06-28,1894
2018-07-04,30,8,14,9,18,NA,16,Infratest dimap,2018-07-03,1505
2018-07-06,30,10,13,9,17,NA,16,Forsa,2018-07-02,2502
2018-07-09,29,9.5,12,11,17,NA,17.5,INSA YouGov,2018-07-06,2061
2018-07-11,30,9,12,10,18,NA,16,Emnid,2018-07-05,2368
2018-07-11,30,9,12,10,17,NA,17,GMS,2018-07-05,1006
2018-07-12,30.5,9.5,12,9,20,NA,15,Allensbach,2018-07-01,1295
2018-07-12,31,7,14,11,18,NA,15,FG Wahlen,2018-07-09,1340
2018-07-13,31,9,13,9,17,NA,16,Forsa,2018-07-09,2505
2018-07-16,29,9.5,13,10,17,NA,17.5,INSA YouGov,2018-07-13,2084
2018-07-18,30,9,12,10,19,NA,15,Emnid,2018-07-12,2476
2018-07-20,31,8,13,10,18,NA,15,Forsa,2018-07-16,2505
2018-07-23,29,9,12,10.5,18,NA,17.5,INSA YouGov,2018-07-20,2056
2018-07-24,30,9,12,11,17,NA,17,YouGov,2018-07-20,1520
2018-07-25,29,9,14,10,18,NA,15,Emnid,2018-07-19,2001
2018-07-25,30,8,15,8,18,NA,16,Infratest dimap,2018-07-24,1047
2018-07-27,32,9,13,9,18,NA,14,Forsa,2018-07-23,2505
2018-07-30,29,9,12,10.5,18,NA,17.5,INSA YouGov,2018-07-27,2074
2018-07-31,30,10,13,10,17,NA,16,GMS,2018-07-25,1005
2018-08-01,30,8,15,9,18,NA,15,Emnid,2018-07-26,2478
2018-08-01,29,7,15,9,18,NA,17,Infratest dimap,2018-07-30,1508
2018-08-03,31,10,13,9,18,NA,14,Forsa,2018-07-30,2508
2018-08-06,30,8.5,12.5,11,17,NA,17,INSA YouGov,2018-08-03,2096
2018-08-07,30.1,7.8,14,9.8,17.4,NA,15.8,Civey,2018-07-31,11907
2018-08-08,31,8,15,10,17,NA,14,Emnid,2018-08-02,2502
2018-08-09,31,9,12.5,9,20,NA,14.5,Allensbach,2018-07-27,1295
2018-08-09,31,8,15,9,18,NA,16,FG Wahlen,2018-08-07,1294
2018-08-10,30,10,15,9,18,NA,14,Forsa,2018-08-06,2505
2018-08-13,29,9.5,12.5,11,17.5,NA,17,INSA YouGov,2018-08-10,2034
2018-08-15,30,9,15,9,17,NA,15,Emnid,2018-08-09,2942
2018-08-17,30,9,15,10,18,NA,14,Forsa,2018-08-13,2503
2018-08-20,28,10,13.5,12,16.5,NA,16,INSA YouGov,2018-08-16,3129
2018-08-22,30,9,15,9,18,NA,14,Emnid,2018-08-16,1891
2018-08-22,29,8,14,9,18,NA,17,Infratest dimap,2018-08-20,1047
2018-08-24,30,8,15,10,18,NA,14,Forsa,2018-08-20,2502
2018-08-27,28,10,13.5,10.5,16.5,NA,16.5,INSA YouGov,2018-08-24,2079
2018-08-28,28,9,13,11,17,NA,17,YouGov,2018-08-24,1538
2018-08-29,30,9,14,9,19,NA,15,Emnid,2018-08-23,2390
2018-08-30,31,8,14,8,18,NA,17,FG Wahlen,2018-08-28,1216
2018-08-31,30,8,16,8,17,NA,16,Forsa,2018-08-27,2503
2018-09-03,28.5,9.5,13.5,10,16,NA,17,INSA YouGov,2018-08-31,2069
2018-09-05,29,9,14,10,17,NA,15,Emnid,2018-08-30,2472
2018-09-05,29,8,14,10,18,NA,16,Infratest dimap,2018-09-03,1502
2018-09-07,31,9,15,10,16,NA,14,Forsa,2018-09-03,2507
2018-09-10,29,9,14,9,17,NA,16,GMS,2018-09-04,1003
2018-09-10,28,9,13.5,10.5,17,NA,17.5,INSA YouGov,2018-09-07,2042
2018-09-12,30,9,13,10,18,NA,15,Emnid,2018-09-06,1978
2018-09-13,31.5,8.5,12.5,9,19.5,NA,15,Allensbach,2018-09-01,1258
2018-09-13,30,7,16,8,20,NA,15,FG Wahlen,2018-09-11,1339
2018-09-14,30,8,16,10,18,NA,13,Forsa,2018-09-10,2507
2018-09-17,28.5,9,13,10.5,17,NA,17.5,INSA YouGov,2018-09-14,2054
2018-09-19,28,9,14,11,17,NA,16,Emnid,2018-09-13,2368
2018-09-19,28,9,15,10,17,NA,18,Infratest dimap,2018-09-17,1035
2018-09-19,27.5,10,14.5,11,16.5,NA,17.5,INSA YouGov,2018-09-19,1040
2018-09-21,28,9,16,10,17,NA,15,Forsa,2018-09-17,2502
2018-09-24,27,10,14.5,11.5,16,NA,18,INSA YouGov,2018-09-21,2051
2018-09-25,27,9,14,11,17,NA,18,YouGov,2018-09-21,1504
2018-09-26,27,10,15,11,16,NA,17,Emnid,2018-09-20,1902
